Plate	Well	Well Number	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Cell Line or Strain]	Term Source 2 REF	Term Source 2 Accession	Protein	Abbreviation	Protein sequence (aa)	UniProt	Addgene ID	Subcellular	Reagent Design Gene Annotation Build	Gene Identifier	Gene Symbol	Analysis Gene Annotation Build	Gene Annotation Comments	Control Type	Control Comments	Quality Control	Quality Control Comments	Channels	Comments
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	C9		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	D11		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	D9		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	E11		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	E9		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	G11		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	G9		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	H11		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	I11		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	I9		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	J11		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	J9		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	K11		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	K9		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	L11		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	L9		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	M13		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	M9		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	N9		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	O11		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	O10		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	P12		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	N10		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	O12		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	M10		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	N12		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	L10		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	M12		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	K10		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	L12		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	J10		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	K12		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	I10		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	J12		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	H10		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	I12		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	G10		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	F10		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	G12		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	E10		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	F12		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	D10		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	E12		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	C10		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	D12		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	B10		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	C12		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	A10		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	B12		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	A9		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	A12		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_LAMINA_20140515__Meas_01	A11		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL52_20140216__Meas_01	P4		Mus musculus			NMuMG			Phosphatidylserine synthase-1	PTDSS1	1-473	Q99LH2	134667	"mitochondria-associated ER-membrane, endoplasmic reticulum"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL52_20140216__Meas_01	O4		Mus musculus			NMuMG			Phosphatidylserine synthase-1	PTDSS1	1-473	Q99LH2	134667	"mitochondria-associated ER-membrane, endoplasmic reticulum"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL52_20140216__Meas_01	N4		Mus musculus			NMuMG			Phosphatidylserine synthase-1	PTDSS1	1-473	Q99LH2	134667	"mitochondria-associated ER-membrane, endoplasmic reticulum"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL52_20140216__Meas_01	M4		Mus musculus			NMuMG			Phosphatidylserine synthase-1	PTDSS1	1-473	Q99LH2	134667	"mitochondria-associated ER-membrane, endoplasmic reticulum"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL52_20140216__Meas_01	L4		Mus musculus			NMuMG			Phosphatidylserine synthase-1	PTDSS1	1-473	Q99LH2	134667	"mitochondria-associated ER-membrane, endoplasmic reticulum"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL52_20140216__Meas_01	K4		Mus musculus			NMuMG			Phosphatidylserine synthase-1	PTDSS1	1-473	Q99LH2	134667	"mitochondria-associated ER-membrane, endoplasmic reticulum"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL52_20140216__Meas_01	J4		Mus musculus			NMuMG			Phosphatidylserine synthase-1	PTDSS1	1-473	Q99LH2	134667	"mitochondria-associated ER-membrane, endoplasmic reticulum"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL52_20140216__Meas_01	I4		Mus musculus			NMuMG			Phosphatidylserine synthase-1	PTDSS1	1-473	Q99LH2	134667	"mitochondria-associated ER-membrane, endoplasmic reticulum"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL52_20140216__Meas_01	P6		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL52_20140216__Meas_01	O6		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL52_20140216__Meas_01	N6		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL52_20140216__Meas_01	M6		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL52_20140216__Meas_01	L6		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL52_20140216__Meas_01	K6		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL52_20140216__Meas_01	J6		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL52_20140216__Meas_01	I6		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	P7		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	O7		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	N7		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	M7		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	L7		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	K7		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	J7		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	I7		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	P9		Mus musculus			NMuMG			Phosphatidylserine synthase-1	PTDSS1	1-473	Q99LH2	134667	"mitochondria-associated ER-membrane, endoplasmic reticulum"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	O9		Mus musculus			NMuMG			Phosphatidylserine synthase-1	PTDSS1	1-473	Q99LH2	134667	"mitochondria-associated ER-membrane, endoplasmic reticulum"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	N9		Mus musculus			NMuMG			Phosphatidylserine synthase-1	PTDSS1	1-473	Q99LH2	134667	"mitochondria-associated ER-membrane, endoplasmic reticulum"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	M9		Mus musculus			NMuMG			Phosphatidylserine synthase-1	PTDSS1	1-473	Q99LH2	134667	"mitochondria-associated ER-membrane, endoplasmic reticulum"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	L9		Mus musculus			NMuMG			Phosphatidylserine synthase-1	PTDSS1	1-473	Q99LH2	134667	"mitochondria-associated ER-membrane, endoplasmic reticulum"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	K9		Mus musculus			NMuMG			Phosphatidylserine synthase-1	PTDSS1	1-473	Q99LH2	134667	"mitochondria-associated ER-membrane, endoplasmic reticulum"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	J9		Mus musculus			NMuMG			Phosphatidylserine synthase-1	PTDSS1	1-473	Q99LH2	134667	"mitochondria-associated ER-membrane, endoplasmic reticulum"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	I9		Mus musculus			NMuMG			Phosphatidylserine synthase-1	PTDSS1	1-473	Q99LH2	134667	"mitochondria-associated ER-membrane, endoplasmic reticulum"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	H21		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	G21		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	F21		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	E21		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	D21		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	C21		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	B21		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	A21		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	H23		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	G23		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	F23		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	E23		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	D23		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	C23		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	B23		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	A23		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	I4		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	J4		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	K4		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	L4		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	M4		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	N4		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	O4		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140219__Meas_01	P4		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140225__Meas_01	P23		Mus musculus			NMuMG			Vesicle-associated membrane protein 1 	dTMD-VAMP1	1-99	P23763	134866	"nucleus, cytoplasm"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140225__Meas_01	O23		Mus musculus			NMuMG			Vesicle-associated membrane protein 1 	dTMD-VAMP1	1-99	P23763	134866	"nucleus, cytoplasm"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140225__Meas_01	N23		Mus musculus			NMuMG			Vesicle-associated membrane protein 1 	dTMD-VAMP1	1-99	P23763	134866	"nucleus, cytoplasm"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140225__Meas_01	M23		Mus musculus			NMuMG			Vesicle-associated membrane protein 1 	dTMD-VAMP1	1-99	P23763	134866	"nucleus, cytoplasm"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140225__Meas_01	L23		Mus musculus			NMuMG			Vesicle-associated membrane protein 1 	dTMD-VAMP1	1-99	P23763	134866	"nucleus, cytoplasm"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140225__Meas_01	K23		Mus musculus			NMuMG			Vesicle-associated membrane protein 1 	dTMD-VAMP1	1-99	P23763	134866	"nucleus, cytoplasm"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140225__Meas_01	J23		Mus musculus			NMuMG			Vesicle-associated membrane protein 1 	dTMD-VAMP1	1-99	P23763	134866	"nucleus, cytoplasm"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140225__Meas_01	I23		Mus musculus			NMuMG			Vesicle-associated membrane protein 1 	dTMD-VAMP1	1-99	P23763	134866	"nucleus, cytoplasm"										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140225__Meas_01	I20		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140225__Meas_01	J20		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140225__Meas_01	K20		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140225__Meas_01	L20		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_Pl53_20140225__Meas_01	M20		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
